experiment_id,dataset,input_clip_id,raag_name,input_tempo_bpm,input_tempo_category,input_quality_tier,input_spectral_centroid,input_dynamic_range,input_duration_sec,input_chroma_sparsity,input_chroma_entropy,input_pitch_confidence,input_num_active_pitches,model_name,model_architecture,conditioning_level,conditioning_type,input_required,target_genre,target_bpm,tempo_condition,hcm_tempo_name,time_signature,rhythm_signature,random_seed,cfg_scale,generation_duration,text_prompt,tempo_mismatch_ratio,output_filename,output_spectral_centroid,output_dynamic_range,output_tempo_bpm,output_rms_energy,pitch_contour_correlation,melodic_interval_correlation,pitch_range_overlap,chroma_cosine_similarity,chroma_euclidean_distance,chroma_kl_divergence,chroma_emd,chroma_pearson_correlation,chroma_spearman_correlation,frame-by-frame_chroma_similarity,spectral_centroid_shift,dynamic_range_preservation,spectral_similarity,tempo_error_percent,tempo_achievement_score,tempo_adaptation_quality,overall_quality,melody_preservation,genre_coherence,fusion_naturalness,rhythmic_coherence,artifacts_present,generation_status,generation_date,generation_time_sec,evaluator_notes,experiment_batch
556,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",598,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.504,DS1_Saraga_abhogi_84_MusicGen-Melody_Jazz_Vilambit_598.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
557,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",599,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.864,DS1_Saraga_abhogi_84_MusicGen-Melody_Jazz_Madhya_599.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
558,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",600,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.296,DS1_Saraga_abhogi_84_MusicGen-Melody_Jazz_Drut_600.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
559,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",601,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.504,DS1_Saraga_abhogi_84_MusicGen-Melody_Funk_Vilambit_601.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
560,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",602,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.864,DS1_Saraga_abhogi_84_MusicGen-Melody_Funk_Madhya_602.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
561,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",603,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.296,DS1_Saraga_abhogi_84_MusicGen-Melody_Funk_Drut_603.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
562,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",604,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.504,DS1_Saraga_abhogi_84_MusicGen-Melody_Blues_Vilambit_604.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
563,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",605,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.864,DS1_Saraga_abhogi_84_MusicGen-Melody_Blues_Madhya_605.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
564,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",606,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.296,DS1_Saraga_abhogi_84_MusicGen-Melody_Blues_Drut_606.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
565,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",607,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.504,DS1_Saraga_abhogi_84_MusicGen-Style_Rock_Vilambit_607.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
566,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",608,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.864,DS1_Saraga_abhogi_84_MusicGen-Style_Rock_Madhya_608.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
567,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",609,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.296,DS1_Saraga_abhogi_84_MusicGen-Style_Rock_Drut_609.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
568,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",610,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.504,DS1_Saraga_abhogi_84_MusicGen-Style_Jazz_Vilambit_610.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
569,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",611,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.864,DS1_Saraga_abhogi_84_MusicGen-Style_Jazz_Madhya_611.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
570,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",612,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.296,DS1_Saraga_abhogi_84_MusicGen-Style_Jazz_Drut_612.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
571,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",613,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.504,DS1_Saraga_abhogi_84_MusicGen-Style_Funk_Vilambit_613.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
572,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",614,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.864,DS1_Saraga_abhogi_84_MusicGen-Style_Funk_Madhya_614.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
573,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",615,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.296,DS1_Saraga_abhogi_84_MusicGen-Style_Funk_Drut_615.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
574,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",616,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.504,DS1_Saraga_abhogi_84_MusicGen-Style_Blues_Vilambit_616.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
575,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",617,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.864,DS1_Saraga_abhogi_84_MusicGen-Style_Blues_Madhya_617.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
576,DS1_Saraga,abhogi_84,abhogi,138.9,Drut,PROBLEMATIC,2226.8,59.7,30.0,0.005,3.552,0.179,11.94,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",618,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.296,DS1_Saraga_abhogi_84_MusicGen-Style_Blues_Drut_618.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
577,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",619,3.0,30,"shree Drut Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.523,DS1_Saraga_shree_01_Stable-Audio-Open_Rock_Vilambit_619.wav,1775.536,80.0,92.285,0.318,0.157,-0.001,1.0,0.855,31.035,0.158,0.678,0.407,0.112,0.653,1.426,5.912,0.984,31.78,0.4,0.34,,,,,,,completed,1761188293.371258,32.17767858505249,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
578,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",620,3.0,30,"shree Drut Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.896,DS1_Saraga_shree_01_Stable-Audio-Open_Rock_Madhya_620.wav,1649.088,80.0,143.555,0.232,-0.023,0.002,0.875,0.769,14.776,0.257,0.714,0.098,0.259,0.569,1.324,5.912,0.99,19.654,0.8,0.8,,,,,,,completed,1761188339.928394,34.02273917198181,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
579,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",621,3.0,30,"shree Drut Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.344,DS1_Saraga_shree_01_Stable-Audio-Open_Rock_Drut_621.wav,1929.519,80.0,117.454,0.218,-0.142,-0.032,0.875,0.712,25.19,0.355,1.454,-0.456,-0.217,0.588,1.549,5.912,0.983,34.734,0.4,0.376,,,,,,,completed,1761188390.600934,34.724995613098145,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
580,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",622,3.0,30,"shree Drut Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.523,DS1_Saraga_shree_01_Stable-Audio-Open_Jazz_Vilambit_622.wav,2981.44,79.967,143.555,0.036,0.056,-0.028,1.0,0.709,12.136,0.34,1.005,-0.521,-0.573,0.616,2.394,5.91,0.949,104.991,0.0,0.0,,,,,,,completed,1761188439.409595,32.85633873939514,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
581,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",623,3.0,30,"shree Drut Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.896,DS1_Saraga_shree_01_Stable-Audio-Open_Jazz_Madhya_623.wav,1766.22,80.0,117.454,0.122,-0.03,0.002,1.0,0.8,9.857,0.215,0.685,-0.062,-0.441,0.555,1.418,5.912,0.96,2.101,1.0,1.0,,,,,,,completed,1761188485.059324,32.068015336990356,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
582,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",624,3.0,30,"shree Drut Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.344,DS1_Saraga_shree_01_Stable-Audio-Open_Jazz_Drut_624.wav,1953.572,80.0,89.103,0.074,0.193,-0.003,0.875,0.735,11.735,0.293,0.943,-0.123,-0.161,0.523,1.569,5.912,0.967,50.488,0.0,0.0,,,,,,,completed,1761188529.902928,32.0662727355957,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
583,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",625,3.0,30,"shree Drut Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.523,DS1_Saraga_shree_01_Stable-Audio-Open_Funk_Vilambit_625.wav,2660.058,80.0,143.555,0.181,0.108,-0.001,1.0,0.812,29.444,0.201,0.792,0.036,-0.098,0.688,2.136,5.912,0.963,104.991,0.0,0.0,,,,,,,completed,1761188577.600269,34.119662046432495,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
584,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",626,3.0,30,"shree Drut Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.896,DS1_Saraga_shree_01_Stable-Audio-Open_Funk_Madhya_626.wav,2145.862,34.028,117.454,0.136,-0.065,-0.016,0.625,0.785,26.389,0.231,0.834,-0.191,-0.098,0.683,1.723,2.515,0.98,2.101,1.0,1.0,,,,,,,completed,1761188626.636381,34.417784690856934,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
585,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",627,3.0,30,"shree Drut Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.344,DS1_Saraga_shree_01_Stable-Audio-Open_Funk_Drut_627.wav,3020.558,80.0,89.103,0.218,0.169,-0.016,0.5,0.854,21.722,0.156,0.837,0.381,0.392,0.704,2.426,5.912,0.966,50.488,0.0,0.0,,,,,,,completed,1761188674.535283,32.96159315109253,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
586,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",628,3.0,30,"shree Drut Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.523,DS1_Saraga_shree_01_Stable-Audio-Open_Blues_Vilambit_628.wav,1665.881,80.0,69.837,0.11,0.023,0.035,0.75,0.787,15.113,0.227,0.627,-0.155,-0.476,0.614,1.338,5.912,0.973,0.275,1.0,0.85,,,,,,,completed,1761188721.197843,32.6418879032135,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
587,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",629,3.0,30,"shree Drut Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.896,DS1_Saraga_shree_01_Stable-Audio-Open_Blues_Madhya_629.wav,1458.699,80.0,117.454,0.057,-0.198,-0.084,0.875,0.783,10.498,0.239,0.744,-0.398,-0.315,0.564,1.171,5.912,0.968,2.101,1.0,1.0,,,,,,,completed,1761188766.910926,32.581825971603394,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
588,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",630,3.0,30,"shree Drut Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.344,DS1_Saraga_shree_01_Stable-Audio-Open_Blues_Drut_630.wav,2495.731,80.0,89.103,0.119,-0.007,0.069,1.0,0.773,15.817,0.255,0.875,-0.473,-0.175,0.67,2.004,5.912,0.971,50.488,0.0,0.0,,,,,,,completed,1761188813.058459,32.153430700302124,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
589,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",631,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.523,DS1_Saraga_shree_01_MusicGen-Melody_Rock_Vilambit_631.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
590,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",632,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.896,DS1_Saraga_shree_01_MusicGen-Melody_Rock_Madhya_632.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
591,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",633,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.344,DS1_Saraga_shree_01_MusicGen-Melody_Rock_Drut_633.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
